draft_year,birthdate,draft_pick,stats_global_id,height,name,cbs_id,stats_id,cfbref_id,ktc_id,team,sleeper_id,db_season,merge_name,pfr_id,swish_id,draft_ovr,nfl_id,twitter_username,fleaflicker_id,fantasy_data_id,sportradar_id,draft_round,mfl_id,age,college,fantasypros_id,espn_id,gsis_id,rotowire_id,weight,rotoworld_id,position,yahoo_id,pff_id
2024.0,2000-05-02,36.0,0.0,73.0,Jordan Travis,2963373.0,41037.0,jordan-travis-1,1560.0,NYJ,11567.0,2024,jordan travis,TravJo00,1121075.0,171.0,,,,,b73bd8ba-a6bc-4731-9ef5-47b400a2713d,5.0,16589,24.7,Florida State,25377.0,4360799.0,00-0039797,17809.0,200.0,,QB,41037.0,
2024.0,2000-02-15,,0.0,71.0,Taulia Tagovailoa,3123935.0,41559.0,,,FA,12259.0,2024,taulia tagovailoa,,,,,,,,ec7b8cf0-0bb9-11ef-bb45-99966e93bb71,,16590,24.9,Maryland,23002.0,,,16999.0,200.0,,QB,,
2024.0,1999-09-10,42.0,0.0,73.0,Devin Leary,2964337.0,41069.0,devin-leary-1,,FA,11556.0,2024,devin leary,LearDe00,1122502.0,218.0,,,,,8e947d6d-f043-4e12-8a42-b7c30732cdeb,6.0,16591,25.3,Kentucky,24698.0,4361653.0,00-0039801,17911.0,216.0,,QB,41069.0,
2024.0,1999-10-21,,0.0,77.0,Jack Plummer,2961162.0,41292.0,,,CAR,12009.0,2024,jack plummer,,1106854.0,,,,,,1897f020-070b-11ef-860e-85b981b3a108,,16592,25.2,Louisville,,2961162.0,00-0039501,17948.0,215.0,,QB,,
2024.0,2000-11-25,19.0,0.0,68.0,Blake Corum,3169252.0,40962.0,blake-corum-1,1564.0,LAR,11586.0,2024,blake corum,CoruBl00,1229540.0,83.0,,,,,93ba1da2-3679-4ddc-9687-0802349f9ee2,3.0,16593,24.1,Michigan,23013.0,4429096.0,00-0039738,17690.0,210.0,,RB,40962.0,
2024.0,2002-07-23,2.0,0.0,73.0,Trey Benson,3176915.0,40958.0,trey-benson-2,1565.0,ARI,11589.0,2024,trey benson,BensTr01,1248031.0,66.0,,,,,0c1253f2-1822-445d-8590-fea6fd32703f,3.0,16594,22.5,Florida State,25388.0,4429275.0,00-0039921,17767.0,223.0,,RB,40958.0,
2024.0,2003-09-06,12.0,0.0,71.0,Audric Estime,26713577.0,41019.0,audric-estime-1,1566.0,DEN,11579.0,2024,audric estime,EstiAu00,1321291.0,147.0,,,,,3b86dd7c-0b21-448d-a662-5675e87fd0da,5.0,16595,21.3,Notre Dame,23054.0,4569682.0,00-0039373,17788.0,227.0,,RB,41019.0,
2024.0,2004-01-20,34.0,0.0,73.0,Braelon Allen,26726580.0,40981.0,braelon-allen-1,1567.0,NYJ,11576.0,2024,braelon allen,AlleBr05,1325231.0,134.0,,,,,d7f72deb-c1e2-47a2-b651-887f0e33dc44,4.0,16596,21.0,Wisconsin,24346.0,4685247.0,00-0039794,17702.0,235.0,,RB,40981.0,
2024.0,2003-07-21,14.0,0.0,72.0,Jonathon Brooks,26730706.0,40926.0,jonathon-brooks-1,1568.0,CAR,11583.0,2024,jonathon brooks,BrooJo02,1326601.0,46.0,,,,,5c842941-844b-4f6a-bce4-26b377146674,2.0,16597,21.5,Texas,26148.0,4678008.0,00-0039344,17747.0,207.0,,RB,40926.0,
2024.0,2002-08-19,25.0,0.0,70.0,Bucky Irving,26693770.0,40993.0,markeise-irving-1,1569.0,TBB,11584.0,2024,bucky irving,IrviBu00,1287923.0,125.0,,,,,c5249c6f-bd1b-4352-8228-de2bd499ca0d,4.0,16598,22.4,Oregon,25981.0,4596448.0,00-0039361,17784.0,195.0,,RB,40993.0,
2024.0,2002-03-13,,0.0,68.0,Frank Gore Jr.,3172189.0,41243.0,,1570.0,BUF,11573.0,2024,frank gore,,1233127.0,,,,,,cd4c8e90-06f7-11ef-a3ab-0317e25dec4e,,16599,22.8,Southern Miss,25980.0,4429805.0,00-0039471,17853.0,195.0,,RB,41243.0,
2024.0,1999-09-08,,0.0,69.0,Cody Schrader,28876935.0,41193.0,,,LAR,11644.0,2024,cody schrader,,1140248.0,,,,,,70c949c0-057f-11ef-ae83-716cc96c95b8,,16600,25.3,Missouri,26216.0,4391845.0,00-0039703,17829.0,214.0,,RB,41193.0,
2024.0,2002-08-29,27.0,0.0,71.0,Will Shipley,26699119.0,41002.0,will-shipley-1,1572.0,PHI,11577.0,2024,will shipley,ShipWi00,1287636.0,127.0,,,,,796e223d-e8d5-42ab-afb4-557fa6183357,4.0,16601,22.4,Clemson,22930.0,4431545.0,00-0039746,17802.0,209.0,,RB,41002.0,
2024.0,,,0.0,69.0,Miyan Williams,3169578.0,,,,FA,11578.0,2024,miyan williams,,,,,,,,,,16602,,Ohio State,,,,17857.0,226.0,,RB,,
2024.0,1999-11-11,28.0,0.0,68.0,Ray Davis,3123108.0,40980.0,remahn-davis-1,1574.0,BUF,11575.0,2024,ray davis,DaviRa04,1165229.0,128.0,,,,,a856dd59-ed95-471a-bfb9-fbd0566bd1a9,4.0,16603,25.2,Kentucky,26191.0,4429501.0,00-0039875,17792.0,220.0,,RB,40980.0,
2024.0,2001-01-05,24.0,0.0,69.0,MarShawn Lloyd,3162514.0,40971.0,marshawn-lloyd-1,1575.0,GBP,11581.0,2024,marshawn lloyd,LloyMa00,1213414.0,88.0,,,,,7b8967bc-a3a5-4aa4-bd1f-2846663ca831,3.0,16604,24.0,USC,23118.0,4429023.0,00-0039811,17795.0,220.0,,RB,40971.0,
2024.0,2002-06-25,10.0,0.0,71.0,Jase McClellan,3162688.0,41075.0,jase-mcclellan-1,1576.0,ATL,11590.0,2024,jase mcclellan,McClJa05,1213251.0,186.0,,,,,a23f5b88-d1a4-4321-8df9-425b9a1c1696,6.0,16605,22.5,Alabama,22894.0,4429001.0,00-0039393,17039.0,215.0,,RB,41075.0,
2024.0,2002-02-10,,0.0,73.0,Kendall Milton,3162977.0,41377.0,,,CIN,11649.0,2024,kendall milton,,1213345.0,,,,,,d0dd8a70-072c-11ef-a49f-41e71daeb2e1,,16606,22.9,Georgia,22962.0,4429012.0,00-0039266,17970.0,230.0,,RB,,
2024.0,2002-01-31,,0.0,69.0,Jabari Small,3171876.0,41661.0,,,TEN,12356.0,2024,jabari small,,1232898.0,,,,,,bd14f200-0c9d-11ef-b4ed-99c2e96904b1,,16607,22.9,Tennessee,24369.0,4432545.0,00-0039652,17944.0,198.0,,RB,41661.0,
2024.0,1999-12-16,,0.0,71.0,George Holani,3131661.0,41344.0,,,SEA,12048.0,2024,george holani,,1180625.0,,,,,,971a3930-0724-11ef-a47d-6f7fe8c7bc97,,16608,25.1,Boise State,22915.0,4429835.0,00-0039299,17968.0,210.0,,RB,41344.0,
2024.0,2001-06-15,,0.0,72.0,Dillon Johnson,3171023.0,41256.0,,,FA,11580.0,2024,dillon johnson,,1231663.0,,,,,,afad59f0-0701-11ef-b0ca-3d2ccff3ed8f,,16609,23.6,Washington,26226.0,4689338.0,00-0039647,17680.0,218.0,,RB,41256.0,
2024.0,2003-04-01,20.0,0.0,70.0,Jaylen Wright,26698774.0,41010.0,jaylen-wright-1,1581.0,MIA,11643.0,2024,jaylen wright,WrigJa04,1286513.0,120.0,,,,,ba9e1390-028b-47c9-8710-84cee3fa25de,4.0,16610,21.8,Tennessee,25987.0,4682745.0,00-0039874,17800.0,210.0,,RB,41010.0,
2024.0,2001-11-28,,0.0,67.0,Emani Bailey,3164304.0,41271.0,,,CAR,11998.0,2024,emani bailey,,1222147.0,,,,,,dc1edb70-0707-11ef-a3d0-77ba0287fd10,,16611,23.1,TCU,26330.0,4565761.0,00-0039311,17969.0,202.0,,RB,41271.0,
2024.0,2002-10-21,,0.0,72.0,Carson Steele,26698435.0,41464.0,,1583.0,KCC,11582.0,2024,carson steele,,1319219.0,,,,,,56312980-07cc-11ef-ae1a-ef16ff05bbda,,16612,22.2,UCLA,26372.0,4714365.0,00-0039325,17909.0,228.0,,RB,41464.0,
2024.0,1999-12-14,32.0,0.0,70.0,Dylan Laube,2964322.0,41054.0,,1584.0,LVR,11574.0,2024,dylan laube,LaubDy00,1122182.0,208.0,,,,,de5b56bd-33f0-48bc-b1e3-9523bd6bba64,6.0,16613,25.1,New Hampshire,26194.0,4366963.0,00-0039407,17818.0,206.0,,RB,41054.0,
2024.0,2002-08-11,4.0,0.0,76.0,Marvin Harrison Jr.,26701883.0,40893.0,marvin-harrison-jr-1,1585.0,ARI,11628.0,2024,marvin harrison,HarrMa09,1287828.0,4.0,,,,,e8da21a8-796d-48a2-b644-57d08983ae01,1.0,16614,22.4,Ohio State,23064.0,4432708.0,00-0039849,17674.0,205.0,,WR,40893.0,
2024.0,2003-07-28,6.0,0.0,72.0,Malik Nabers,26697761.0,40899.0,malik-nabers-1,1586.0,NYG,11632.0,2024,malik nabers,NabeMa00,1286059.0,6.0,,,,,55ef2022-50c2-465b-839e-c0f4c9e7c55c,1.0,16615,21.5,LSU,25409.0,4595348.0,00-0039337,17704.0,200.0,,WR,40899.0,
2024.0,2002-06-03,9.0,0.0,75.0,Rome Odunze,3162979.0,40901.0,rome-odunze-1,1587.0,CHI,11620.0,2024,rome odunze,OdunRo00,1213727.0,9.0,,,,,f64694e0-0381-11ef-973d-5176a0ecbee4,1.0,16616,22.6,Washington,25411.0,4431299.0,00-0039919,17020.0,215.0,,WR,40901.0,
2024.0,2003-05-17,1.0,0.0,76.0,Keon Coleman,26717289.0,40911.0,keon-coleman-1,1588.0,BUF,11637.0,2024,keon coleman,ColeKe02,1322431.0,33.0,,,,,6752915f-efe5-473d-a520-78cadfab6dda,2.0,16617,21.7,Florida State,26019.0,4635008.0,00-0039901,17732.0,215.0,,WR,40911.0,
2024.0,2002-10-08,23.0,0.0,74.0,Brian Thomas Jr.,3132164.0,40883.0,brian-thomas-jr-1,1589.0,JAC,11631.0,2024,brian thomas,ThomBr06,1286064.0,23.0,,,,,271a233e-68b3-4261-a3aa-7667eaf9d3cc,1.0,16618,22.3,LSU,23000.0,4432773.0,00-0039893,17716.0,209.0,,WR,40883.0,
2024.0,2003-02-06,2.0,0.0,75.0,Troy Franklin,26693436.0,41009.0,troy-franklin-2,1590.0,DEN,11627.0,2024,troy franklin,FranTr00,1286176.0,102.0,,,,,765dffd8-8112-4078-86a1-924ccebf1069,4.0,16619,21.9,Oregon,23092.0,4431280.0,00-0039868,17719.0,180.0,,WR,41009.0,
2024.0,2003-04-27,28.0,0.0,71.0,Xavier Worthy,26730787.0,40877.0,xavier-worthy-1,1591.0,KCC,11624.0,2024,xavier worthy,WortXa00,1326638.0,28.0,,,,,52e049b1-0a7a-4e7f-9866-d2848e9cc478,1.0,16620,21.7,Texas,23019.0,4683062.0,00-0039894,17687.0,165.0,,WR,40877.0,
2024.0,2001-06-19,13.0,0.0,73.0,Devontez Walker,26702084.0,40991.0,devontez-walker-1,1592.0,BAL,11629.0,2024,devontez walker,WalkDe01,1277914.0,113.0,,,,,b5d1ed29-c72a-45ff-ae60-337e13728b2f,4.0,16621,23.6,North Carolina,26011.0,4696882.0,00-0039792,17728.0,198.0,,WR,40991.0,
2024.0,2000-09-09,31.0,0.0,75.0,Ricky Pearsall,3122949.0,40892.0,ricky-pearsall-1,1593.0,SFO,11638.0,2024,ricky pearsall,PearRi00,1161416.0,31.0,,,,,aca4c1b8-915f-4295-92e4-05b51feee6b1,1.0,16622,24.3,Florida,26214.0,4428209.0,00-0039916,17761.0,192.0,,WR,40892.0,
2024.0,2002-03-18,5.0,0.0,75.0,Brenden Rice,3166803.0,41098.0,brenden-rice-1,1594.0,LAC,11621.0,2024,brenden rice,RiceBr00,1225999.0,225.0,,,,,5c33558d-02fb-4c99-88d3-37083472c19f,7.0,16623,22.8,USC,26213.0,4686781.0,00-0039415,17756.0,210.0,,WR,41098.0,
2024.0,2000-12-19,21.0,0.0,72.0,Jamari Thrash,3127827.0,41016.0,jamari-thrash-1,1595.0,CLE,11633.0,2024,jamari thrash,ThraJa01,1178628.0,156.0,,,,,1472d4aa-ffbf-4683-aa91-86bc4795b34e,5.0,16624,24.1,Louisville,26162.0,4428678.0,00-0039379,17686.0,190.0,,WR,41016.0,
2024.0,2001-04-03,9.0,0.0,78.0,Johnny Wilson,3163268.0,41089.0,johnny-wilson-3,1596.0,PHI,11636.0,2024,johnny wilson,WilsJo03,1213486.0,185.0,,,,,e8d389b5-56c8-4276-9983-0dbcc1663507,6.0,16625,23.8,Florida State,25295.0,4686104.0,00-0039236,17011.0,228.0,,WR,41089.0,
2024.0,2002-10-08,20.0,0.0,74.0,Adonai Mitchell,26701928.0,40915.0,adonai-mitchell-1,1597.0,IND,11625.0,2024,adonai mitchell,MitcAd00,1285908.0,52.0,,,,,190dbc97-2b7c-4023-b6b0-5729b854b60b,2.0,16626,22.3,Texas,24357.0,4597500.0,00-0039890,17668.0,205.0,,WR,40915.0,
2024.0,2001-11-01,2.0,0.0,72.0,Ladd McConkey,3163962.0,40908.0,ladd-mcconkey-1,1598.0,LAC,11635.0,2024,ladd mcconkey,McCoLa00,1218643.0,34.0,,,,,473bc7e5-c393-4f21-9e49-3ffc16711238,2.0,16627,23.2,Georgia,26122.0,4612826.0,00-0039915,17724.0,185.0,,WR,40908.0,
2024.0,2001-12-07,28.0,0.0,73.0,Jalen McMillan,3162347.0,40954.0,jalen-mcmillan-1,1599.0,TBB,11618.0,2024,jalen mcmillan,McMiJa01,1213726.0,92.0,,,,,c2b25795-8c63-425a-8790-f6d626dbf0d3,3.0,16628,23.1,Washington,23179.0,4430834.0,00-0039855,17763.0,192.0,,WR,40954.0,
2024.0,2001-06-19,20.0,0.0,70.0,Roman Wilson,3169495.0,40952.0,roman-wilson-1,1600.0,PIT,11630.0,2024,roman wilson,WilsRo02,1229669.0,84.0,,,,,43563ab6-46b9-44d3-aaf2-bc1eb4d1f8d1,3.0,16629,23.6,Michigan,26160.0,4431492.0,00-0039739,17043.0,186.0,,WR,40952.0,
2024.0,2001-01-29,,0.0,70.0,Isaiah Williams,3126581.0,41421.0,,,CIN,11608.0,2024,isaiah williams,,1176432.0,,,,,,2ddb2f40-07bc-11ef-82d9-5f86367458d3,,16630,23.9,Illinois,26379.0,4569371.0,00-0039451,17977.0,185.0,,WR,41421.0,
2024.0,2002-04-11,5.0,0.0,73.0,Ja'Lynn Polk,3162664.0,40914.0,jalynn-polk-1,1602.0,NEP,11619.0,2024,jalynn polk,PolkJa00,1213881.0,37.0,,,,,446ecdc5-470d-4cb6-9a77-b54c108e3d3a,2.0,16631,22.8,Washington,26205.0,4430637.0,00-0039907,17684.0,203.0,,WR,40914.0,
2024.0,2001-06-28,16.0,0.0,72.0,Jermaine Burton,3163951.0,40974.0,jermaine-burton-1,1603.0,CIN,11640.0,2024,jermaine burton,BurtJe01,1218631.0,80.0,,,,,dc363b05-4551-4cb0-9bfc-ba462cb1cd5b,3.0,16632,23.5,Alabama,22956.0,4429033.0,00-0039810,17738.0,204.0,,WR,40974.0,
2024.0,2000-10-01,37.0,0.0,73.0,Jordan Whittington,3122843.0,41083.0,jordan-whittington-2,1604.0,LAR,11623.0,2024,jordan whittington,WhitJo04,1163273.0,213.0,,,,,7cc58a3b-157a-4f43-a7de-5bc403f9ce6b,6.0,16633,24.3,Texas,23135.0,4569382.0,00-0039751,17688.0,202.0,,WR,41083.0,
2024.0,2000-10-12,,0.0,73.0,Xavier Weaver,3131562.0,,,,ARI,11921.0,2024,xavier weaver,,1180538.0,,,,,,ffd59710-0582-11ef-823c-c3942ac17525,,16634,24.2,Colorado,23957.0,4428811.0,00-0039521,18041.0,180.0,,WR,41202.0,
2024.0,2001-04-02,36.0,0.0,74.0,Luke McCaffrey,3121502.0,40964.0,luke-mccaffrey-1,1606.0,WAS,11650.0,2024,luke mccaffrey,McCaLu00,1164846.0,100.0,,,,,5cfd82f8-9e73-48d7-914e-9051ff52d67d,3.0,16635,23.8,Rice,26328.0,4426948.0,00-0039355,17820.0,198.0,,WR,40964.0,
2024.0,2002-03-21,1.0,0.0,71.0,Malachi Corley,3162613.0,40944.0,malachi-corley-1,1607.0,NYJ,11617.0,2024,malachi corley,CorlMa00,1215291.0,65.0,,,,,bae59933-8b94-4837-990e-f0a4ced3cdbb,3.0,16636,22.8,Western Kentucky,26023.0,4613104.0,00-0039920,17777.0,215.0,,WR,40944.0,
2024.0,2002-02-18,10.0,0.0,73.0,Javon Baker,3170860.0,40982.0,javon-baker-1,1608.0,NEP,11645.0,2024,javon baker,BakeJa00,1231136.0,110.0,,,,,901992cc-f4b7-45e8-800e-c2dce6ae5199,4.0,16637,22.9,UCF,22885.0,4692022.0,00-0039853,17787.0,202.0,,WR,40982.0,
2024.0,,,0.0,,Zakhari Franklin,,,,,FA,,2024,zakhari franklin,,,,,,,,,,16638,,Mississippi,,,,17006.0,,,WR,,
2024.0,2001-01-29,32.0,0.0,75.0,Xavier Legette,3131575.0,40890.0,xavier-legette-1,1610.0,CAR,11626.0,2024,xavier legette,LegeXa00,1180321.0,32.0,,,,,0bb0c37c-e76b-4529-92b0-b026be4f7d6c,1.0,16639,23.9,South Carolina,26136.0,4430034.0,00-0039342,17734.0,227.0,,WR,40890.0,
2024.0,2001-02-04,35.0,0.0,69.0,Jacob Cowing,3133200.0,40996.0,jacob-cowing-1,1611.0,SFO,11616.0,2024,jacob cowing,CowiJa00,1181861.0,135.0,,,,,9c145f4f-c9b1-4c2c-b011-8dc40167d0f1,4.0,16640,23.9,Arizona,25289.0,4575665.0,00-0039365,17008.0,171.0,,WR,40996.0,
2024.0,2002-12-13,13.0,0.0,76.0,Brock Bowers,26693971.0,40878.0,brock-bowers-1,1612.0,LVR,11604.0,2024,brock bowers,BoweBr01,1285917.0,13.0,,,,,ad9fc7e3-0a6d-4e41-84c2-cf43b71aee13,1.0,16641,22.1,Georgia,22955.0,4432665.0,00-0039338,17693.0,230.0,,TE,40878.0,
2024.0,2000-06-12,23.0,0.0,76.0,Cade Stover,3125978.0,40987.0,cade-stover-1,1613.0,HOU,11599.0,2024,cade stover,StovCa00,1175182.0,123.0,,,,,559d5222-0403-4a14-94c7-c7bd5072c939,4.0,16642,24.6,Ohio State,25269.0,4426496.0,00-0039359,17794.0,251.0,,TE,40987.0,
2024.0,2003-03-27,1.0,0.0,76.0,Ja'Tavion Sanders,26731381.0,40995.0,jatavion-sanders-1,1614.0,CAR,11600.0,2024,jatavion sanders,SandJa01,1326628.0,101.0,,,,,ffd2ff3f-4b56-4232-be8e-bf163c29f406,4.0,16643,21.8,Texas,24334.0,4431588.0,00-0039356,17748.0,252.0,,TE,40995.0,
2024.0,2002-06-14,21.0,0.0,76.0,Ben Sinnott,3168647.0,40931.0,ben-sinnott-1,1615.0,WAS,11596.0,2024,ben sinnott,SinnBe00,1228920.0,53.0,,,,,b5c717af-9116-483c-9ab3-c9db0a988ab8,2.0,16644,22.6,Kansas State,26310.0,4690923.0,00-0039912,17833.0,247.0,,TE,40931.0,
2024.0,2000-09-13,15.0,0.0,77.0,Erick All,3121555.0,40989.0,erick-all-1,1616.0,CIN,11592.0,2024,erick all,AllxEr00,1164533.0,115.0,,,,,5523779b-db60-4158-b232-8391bc7db65b,4.0,16645,24.3,Iowa,23837.0,4427834.0,00-0039814,17696.0,255.0,,TE,40989.0,
2024.0,2001-06-14,11.0,0.0,74.0,Jaheim Bell,3169583.0,41106.0,jaheim-bell-1,,NEP,11605.0,2024,jaheim bell,BellJa00,1229765.0,231.0,,,,,c9b2f6f5-b8bc-48ca-ac33-fa18883c2f6b,7.0,16646,23.6,Florida State,24747.0,4429262.0,00-0039420,17848.0,241.0,,TE,41106.0,
2024.0,1999-12-27,,0.0,79.0,Brevyn Spann-Ford,2961760.0,41371.0,,,DAL,11593.0,2024,brevyn spann-ford,,1108202.0,,,,,,efc8d800-072b-11ef-892f-5b772aae3c25,,16647,25.0,Minnesota,26003.0,4360967.0,00-0039530,17908.0,270.0,,TE,41371.0,
2024.0,2000-11-02,31.0,0.0,78.0,Jared Wiley,3123819.0,40978.0,jared-wiley-1,1619.0,KCC,11595.0,2024,jared wiley,WileJa00,1163272.0,131.0,,,,,a952a370-a43f-45ec-8371-0665f0b9551e,4.0,16648,24.2,TCU,26343.0,4430723.0,00-0039824,17894.0,249.0,,TE,40978.0,
2024.0,2001-02-26,7.0,0.0,78.0,Theo Johnson,3162129.0,41003.0,theo-johnson-1,1620.0,NYG,11597.0,2024,theo johnson,JohnTh00,1214414.0,107.0,,,,,a5d4bb1d-c130-47c2-808a-2dd1f85005fb,4.0,16649,23.9,Penn State,23104.0,4429148.0,00-0039847,17021.0,264.0,,TE,41003.0,
2024.0,2003-02-02,17.0,0.0,75.0,Dallas Turner,26727428.0,40904.0,dallas-turner-1,,MIN,11667.0,2024,dallas turner,TurnDa01,1325457.0,17.0,,,,,1455441c-7e0e-484e-8e8a-5c7606b59709,1.0,16650,21.9,Alabama,26097.0,4565190.0,00-0039924,17710.0,250.0,,DE,,
2024.0,2000-12-31,15.0,0.0,77.0,Laiatu Latu,3122850.0,40882.0,laiatu-latu-1,,IND,11669.0,2024,laiatu latu,LatuLa00,1162124.0,15.0,,,,,234d2423-bb97-4dfe-9a56-7c14b276720c,1.0,16651,24.0,UCLA,26096.0,4426473.0,00-0039340,17714.0,265.0,,DE,,
2024.0,2001-02-26,10.0,0.0,75.0,Bralen Trice,3123781.0,40955.0,bralen-trice-1,,ATL,11721.0,2024,bralen trice,TricBr00,1162131.0,74.0,,,,,1c5dddf1-b744-4019-b57b-4fc8a3798dee,3.0,16652,23.9,Washington,25241.0,4428713.0,00-0039837,17676.0,245.0,,DE,,
2024.0,2000-11-04,19.0,0.0,76.0,Jared Verse,3138203.0,40894.0,jared-verse-1,,LAR,11665.0,2024,jared verse,VersJa00,1184566.0,19.0,,,,,6c0c2ab2-8333-4eb0-adb5-d8e0095d50ec,1.0,16653,24.2,Florida State,25234.0,4578085.0,00-0039852,17711.0,260.0,,DE,,
2024.0,2003-04-03,12.0,0.0,74.0,Jonah Elliss,26697280.0,40940.0,jonah-elliss-1,,DEN,11714.0,2024,jonah elliss,ElliJo03,1286276.0,76.0,,,,,c33c2e37-fc99-4ab3-b609-d588c9141e9a,3.0,16654,21.8,Utah,,4687592.0,00-0039809,17730.0,246.0,,DE,,
2024.0,2003-01-02,21.0,0.0,75.0,Chop Robinson,26693938.0,40879.0,demeioun-robinson-1,,MIA,11663.0,2024,chop robinson,RobiCh00,1317250.0,21.0,,,,,9838dba3-f510-494b-b3ad-8639f792d182,1.0,16655,22.0,Penn State,26105.0,4431586.0,00-0039911,17742.0,254.0,,DE,,
2024.0,2001-10-25,25.0,0.0,75.0,Chris Braswell,3161819.0,40924.0,chris-braswell-1,,TBB,11679.0,2024,chris braswell,BrasCh01,1213246.0,57.0,,,,,5bd59487-cd06-4286-bc62-17cae182abf9,2.0,16656,23.2,Alabama,26193.0,4428989.0,00-0039902,17718.0,255.0,,DE,,
2024.0,2001-03-22,9.0,0.0,75.0,Brandon Dorlus,3127467.0,40994.0,brandon-dorlus-1,,ATL,11740.0,2024,brandon dorlus,DorlBr00,1177856.0,109.0,,,,,46ed0b03-015e-4d22-a034-4eeb242aa6a7,4.0,16657,23.8,Oregon,26184.0,4427090.0,00-0039859,17743.0,295.0,,DT,,
2024.0,1999-12-20,3.0,0.0,74.0,Xavier Thomas,2965740.0,41013.0,xavier-thomas-1,,ARI,11767.0,2024,xavier thomas,ThomXa01,1110707.0,138.0,,,,,086c1e2b-7551-4b55-9de5-1e98083c54ac,5.0,16658,25.1,Clemson,,4360304.0,00-0039367,17959.0,244.0,,DE,,
2024.0,2000-10-13,,0.0,74.0,Gabriel Murphy,3123716.0,41212.0,,,MIN,11908.0,2024,gabriel murphy,,1170971.0,,,,,,5fc2d240-0584-11ef-8635-b3775ac92fb2,,16659,24.2,UCLA,,4428080.0,00-0039715,17774.0,247.0,,DE,,
